1,27.0,2018-12-06 20:36:31.940107,2018-12-06 20:36:40.968835,0:00:09.028728,112,-22.005880984519543,-23.49265636287396,-2.4889789482564684,2.020948505983395,-27.679443418770706,-27.679443418770706,2.9682629001645244,-1.0317370998354756,0.6891485621834216,-1.3108514378165772
2,74.0,2018-12-06 20:37:42.528146,2018-12-06 20:37:54.739057,0:00:12.210911,306,-26.274010048640072,-25.068318997754517,-2.1004280006416964,2.429012168149044,-26.773947847544296,-26.773947847544296,3.6026627658158064,-0.39733723418419487,1.3059501691696065,-0.694049830830392
3,116.0,2018-12-06 20:41:06.187830,2018-12-06 20:41:16.656299,0:00:10.468469,952,-25.014881266372342,-24.732631159750763,-1.8903757492466704,2.6608043125797614,-27.15322053557061,-27.15322053557061,3.9646049298024435,-0.03539507019755613,1.9386107928105363,-0.06138920718945701
1,3.0,2018-12-06 20:45:46.626607,2018-12-06 20:45:55.831643,0:00:09.205036,7,-31.086751427214317,-29.679527608364104,-0.35787063561410093,3.270640564962049,-30.44280945018045,-30.44280945018045,5.930206685505361,1.9302066855053606,2.184601007869519,0.1846010078695258
2,36.0,2018-12-06 20:46:18.370820,2018-12-06 20:46:27.394207,0:00:09.023387,203,-25.607333208702762,-8.186345584044062,-1.386371917205032,2.8309328078461045,-27.64668786622311,-27.64668786622311,3.8516147842153705,-0.1483852157846298,1.611086347026609,-0.3889136529733832
3,29.0,2018-12-06 20:47:13.984875,2018-12-06 20:47:23.683918,0:00:09.699043,403,-24.401809510295845,-15.092986929936531,-1.091204007135678,2.8620533048778527,-27.79091400286923,-27.79091400286923,3.006969186042768,-0.9930308139572349,1.8940573784362587,-0.10594262156373196
4,7.0,2018-12-06 20:47:33.478178,2018-12-06 20:47:41.274168,0:00:07.795990,76,-25.31249400448646,-5.830671890598694,-1.346742808467594,3.1197508176273567,-30.40514855123758,-30.40514855123758,2.9918746818631643,-1.0081253181368395,2.238209397162047,0.23820939716205647
5,21.0,2018-12-06 20:47:59.877913,2018-12-06 20:48:07.648215,0:00:07.770302,124,-24.713199168031565,-24.75745594968706,-1.004816159185138,3.597644514067379,-27.20283581604464,-27.20283581604464,3.1975666784372256,-0.8024333215627795,2.7266199035734076,0.7266199035734164
6,39.0,2018-12-06 20:48:49.231036,2018-12-06 20:48:57.004879,0:00:07.773843,340,-24.253919890333982,-8.591146331115565,-1.215177147871051,2.7268128433705154,-28.316421761818724,-28.316421761818724,3.723130965891525,-0.27686903410848246,2.650830140599403,0.6508301405994115
7,53.0,2018-12-06 20:49:29.628904,2018-12-06 20:49:40.649389,0:00:11.020485,286,-24.152054816311658,-13.890444582560393,-1.0492084015971284,2.4887238462557897,-27.520135689915136,-27.520135689915136,3.1561432674422245,-0.8438567325577837,2.754668450123215,0.7546684501232253
