1,95.0,2018-12-06 20:52:08.461282,2018-12-06 20:52:17.222824,0:00:08.761542,588,-28.42277134764504,-14.757605517070079,-2.1544897181603018,2.0605720219434027,-33.06152100659706,-33.06152100659706,4.254362979146615,0.25436297914660616,2.832367795320313,0.8323677953203197
3,2.0,2018-12-06 20:54:04.797081,2018-12-06 20:54:16.092836,0:00:11.295755,50,-23.539082373394407,-24.845399564306508,-2.1411753509846156,2.2678429873235717,-28.023927981761126,-28.023927981761126,4.2655204350714415,0.2655204350714313,2.8415423460595433,0.8415423460595521
4,8.0,2018-12-06 20:54:27.580167,2018-12-06 20:54:37.340806,0:00:09.760639,89,-25.915491883749663,-15.559007057084443,-2.073735803430407,1.6360444356000858,-29.468122924847535,-29.468122924847535,4.260090254375978,0.2600902543759661,2.683055158445399,0.6830551584454052
5,27.0,2018-12-06 20:54:42.029005,2018-12-06 20:54:52.206637,0:00:10.177632,30,-23.872399396961082,-8.566552970175024,-2.073735803430407,1.5505433773915445,-27.425030438058954,-27.425030438058954,4.260090254375978,0.2600902543759661,2.8340961615509115,0.8340961615509183
6,20.0,2018-12-06 20:55:11.765596,2018-12-06 20:55:20.846063,0:00:09.080467,183,-24.381556410361526,-3.6264646201853425,-2.073735803430407,1.5845286172673378,-27.934187451459398,-27.934187451459398,4.260090254375978,0.2600902543759661,2.8651773200768753,0.8651773200768822
7,24.0,2018-12-06 20:55:35.447226,2018-12-06 20:55:46.697193,0:00:11.249967,115,-23.788567385326523,-1.8649098705168252,-2.073735803430407,1.7835206082460673,-27.34119842642439,-27.34119842642439,4.260090254375978,0.2600902543759661,3.0574538903798367,1.057453890379843
8,12.0,2018-12-06 20:55:54.290670,2018-12-06 20:56:06.123843,0:00:11.833173,38,-23.862329704934464,-15.57572425579975,-2.073735803430407,1.0000467245471647,-27.414960746032328,-27.414960746032328,4.260090254375978,0.2600902543759661,2.9967651628748007,0.9967651628748065
1,78.0,2018-12-06 21:10:50.951309,2018-12-06 21:11:02.683835,0:00:11.732526,827,-20.09333960710792,-13.449367265221184,-3.5433665145805087,1.16280717204386,-29.20588743455854,-29.20588743455854,2.6054994241537175,-1.3945005758462796,0.8789447991910917,-1.1210552008089036
2,38.0,2018-12-06 21:11:25.140219,2018-12-06 21:11:36.941373,0:00:11.801154,179,-22.095978176766675,-6.642366276715885,-3.3319194008582227,0.8501966388339196,-28.393671374884992,-28.393671374884992,2.7794684841962907,-1.2205315158037073,0.7804789873021569,-1.2195210126978369
3,91.0,2018-12-06 21:11:49.408407,2018-12-06 21:12:00.308091,0:00:10.899684,61,-19.985205525004893,-29.60258779848299,-3.3019867179082527,1.1430595393974723,-26.493747019230668,-26.493747019230668,5.724512423771906,1.724512423771908,0.8327779551344167,-1.1672220448655783
4,108.0,2018-12-06 21:13:14.985822,2018-12-06 21:13:26.411810,0:00:11.425988,689,-24.692565715505054,-2.8981020668129807,-2.9704233285292956,1.1783007297053967,-29.540143391826852,-29.540143391826852,4.777916313136778,0.7779163131367791,0.4670238720217405,-1.5329761279782577
5,27.0,2018-12-06 21:13:41.003429,2018-12-06 21:13:51.916862,0:00:10.913433,127,-23.639977460596047,-23.838067189469594,-2.9415993988787092,1.3848072324543423,-27.76078049065542,-27.76078049065542,4.834906362818884,0.8349063628188841,0.7253601946771336,-1.2746398053228642
6,42.0,2018-12-06 21:14:19.516948,2018-12-06 21:14:31.603106,0:00:12.086158,229,-23.16502886406524,-26.29890721931192,-2.9329995272566025,1.733750515197233,-27.27861454364141,-27.27861454364141,4.834770674402776,0.8347706744027763,0.9292972604884885,-1.070702739511508
8,14.0,2018-12-06 21:16:45.037488,2018-12-06 21:16:54.684273,0:00:09.646785,301,-23.357375470174727,-16.595136338234553,-2.9321489363803686,0.9039761483404122,-27.63900337680966,-27.63900337680966,4.372674132981008,0.37267413298100743,0.32438990899202513,-1.675610091007969
