12,77.0,2018-12-18 10:51:49.853568,2018-12-18 10:51:59.953875,0:00:10.100307,440,-24.55294212882737,-3.2511449862567523,-3.850127673724886,3.379327604158699,-28.18396418369401,-28.18396418369401
13,9.0,2018-12-18 10:52:07.456185,2018-12-18 10:52:17.546409,0:00:10.090224,64,-25.672164982345812,-19.189945533740758,-3.7397649689169796,3.95580046543619,-29.068921095724573,-29.068921095724573
14,26.0,2018-12-18 10:52:31.196130,2018-12-18 10:52:43.525206,0:00:12.329076,94,-23.865379647524637,-10.16409529487473,-3.744696834485062,3.7747487106647526,-27.660036657224012,-27.660036657224012
15,6.0,2018-12-18 10:53:43.399066,2018-12-18 10:53:52.430667,0:00:09.031601,592,-24.228552121313097,-22.725029616661963,-3.744696834485062,4.0287404689981,-28.02320913101247,-28.02320913101247
16,41.0,2018-12-18 10:54:27.217084,2018-12-18 10:54:36.203185,0:00:08.986101,274,-23.915688804449303,-24.60683871247923,-3.675643709104553,4.297950634543245,-27.239497394233478,-27.239497394233478
17,19.0,2018-12-18 10:54:52.791484,2018-12-18 10:55:01.954625,0:00:09.163141,142,-28.942508934986407,-18.701640266541137,-4.0421119263752425,3.5138938195888834,-27.939252685639616,-27.939252685639616
18,14.0,2018-12-18 10:55:23.640541,2018-12-18 10:55:31.510750,0:00:07.870209,204,-26.40020967117757,-4.872746286135307,-4.089635284103545,3.3060150960516577,-26.10373925346886,-26.10373925346886
19,15.0,2018-12-18 10:56:06.133297,2018-12-18 10:56:15.664536,0:00:09.531239,287,-24.739937714906606,-17.582073407373404,-4.087809591645064,3.2095037663137216,-26.94626833937806,-26.94626833937806
20,66.0,2018-12-18 10:57:03.296755,2018-12-18 10:57:12.015580,0:00:08.718825,403,-25.6735854999136,-19.43540086297466,-3.750901535737129,3.1218052952868294,-27.09710964908001,-27.09710964908001
21,14.0,2018-12-18 10:57:24.494345,2018-12-18 10:57:33.606974,0:00:09.112629,106,-21.83792098174909,-4.020345037331758,-6.736102497808349,2.845726694174042,-27.466642063474236,-27.466642063474236
22,8.0,2018-12-18 10:57:45.051052,2018-12-18 10:57:54.637470,0:00:09.586418,100,-25.781110906009562,-23.597406528166715,-5.502221580566,2.968028042583558,-26.810737977559175,-26.810737977559175
23,5.0,2018-12-18 10:58:05.390607,2018-12-18 10:58:16.782938,0:00:11.392331,72,-25.15516496697478,-24.771729825954473,-5.502221580566,3.0320880958419547,-26.184792038524392,-26.184792038524392
24,14.0,2018-12-18 10:58:29.488583,2018-12-18 10:58:38.187888,0:00:08.699305,125,-22.698709409905103,-8.75792755625254,-4.915798680979847,2.209111840777865,-27.982707838470045,-27.982707838470045
25,7.0,2018-12-18 10:58:45.836353,2018-12-18 10:58:55.634221,0:00:09.797868,56,-23.383429071044283,-23.488384001695007,-4.91168098067085,2.5901397926128316,-27.845671077924663,-27.845671077924663
26,11.0,2018-12-18 10:59:10.193718,2018-12-18 10:59:21.201871,0:00:11.008153,112,-24.39286437507215,-11.081538266285383,-4.806040199457679,2.1930676399282065,-27.956920211879133,-27.956920211879133
27,182.0,2018-12-18 10:59:54.686748,2018-12-18 11:00:04.608274,0:00:09.921526,250,-25.503120516920244,-25.64566435763159,-4.5586253786813415,3.199850886234897,-26.24326386880695,-26.24326386880695
28,16.0,2018-12-18 11:00:18.114350,2018-12-18 11:00:25.922528,0:00:07.808178,96,-24.919128850655337,-25.23589445631809,-4.608664596467736,2.908206926137224,-26.577233439995336,-26.577233439995336
29,69.0,2018-12-18 11:01:12.501423,2018-12-18 11:01:22.893987,0:00:10.392564,388,-27.980610204354285,-22.151001462742283,-4.37653165291608,2.3784664390780996,-30.995682491058545,-30.995682491058545
30,27.0,2018-12-18 11:01:43.639725,2018-12-18 11:01:52.933794,0:00:09.294069,143,-24.983503602580647,-25.85767223971686,-4.378874627343664,2.3205382515949915,-27.82241254860702,-27.82241254860702
31,49.0,2018-12-18 11:02:13.445572,2018-12-18 11:02:23.050001,0:00:09.604429,157,-24.523345202458042,-1.2689562458550927,-4.378874627343664,1.3763437515690113,-27.362254148484414,-27.362254148484414
32,189.0,2018-12-18 11:04:08.695899,2018-12-18 11:04:19.817172,0:00:11.121273,910,-26.0654798906199,-18.425315843422474,-4.476922782408638,1.5914633420171482,-27.76961311908433,-27.76961311908433
34,17.0,2018-12-18 11:06:35.398017,2018-12-18 11:06:43.079850,0:00:07.681833,207,-25.107039465193186,-5.919456011227447,-4.219887866919811,1.909879203716874,-26.730674317216625,-26.730674317216625
35,83.0,2018-12-18 11:07:08.659256,2018-12-18 11:07:17.665414,0:00:09.006158,191,-22.920425665087073,-30.329894343330807,-4.094253825750263,5.522709174364498,-21.463561089578953,-21.463561089578953
36,23.0,2018-12-18 11:07:28.264456,2018-12-18 11:07:43.351095,0:00:15.086639,67,-27.68321060239063,-10.1430608842906,-4.094253825750263,5.424012674362622,-26.22634602688251,-26.22634602688251
37,58.0,2018-12-18 11:08:23.926026,2018-12-18 11:08:35.430963,0:00:11.504937,297,-28.093284466134342,-12.967096644817568,-4.148667888373496,5.433989052867287,-27.731373213050883,-27.731373213050883
38,16.0,2018-12-18 11:08:51.098672,2018-12-18 11:09:01.707650,0:00:10.608978,124,-26.136538258464427,-17.441781567278806,-4.336785565062934,5.3895567308047845,-27.50485932742701,-27.50485932742701
39,23.0,2018-12-18 11:09:19.366083,2018-12-18 11:09:27.170021,0:00:07.803938,156,-25.3311631988834,-8.962293278151826,-3.9206263327310196,5.490485845990154,-26.938299546833893,-26.938299546833893
40,144.0,2018-12-18 11:10:13.700768,2018-12-18 11:10:23.601278,0:00:09.900510,358,-25.295322524764142,-1.5943811453067573,-3.950380462593916,5.557402683279187,-27.242695673749136,-27.242695673749136
41,14.0,2018-12-18 11:10:37.358661,2018-12-18 11:10:49.930965,0:00:12.572304,104,-1.5466295037224957,-19.91835065007307,-3.9679718961515023,5.842077589127939,-27.581020872706254,-27.581020872706254
42,89.0,2018-12-18 11:12:02.413628,2018-12-18 11:12:12.307831,0:00:09.894203,636,-26.747732342284543,-14.576200641661732,-3.710551559071499,5.284575728730881,-29.10535908047659,-29.10535908047659
43,74.0,2018-12-18 11:13:28.897947,2018-12-18 11:13:38.805853,0:00:09.907906,702,-28.47468577081166,-16.9491962924002,-3.643479344569354,3.795193921212599,-28.40433018919856,-28.40433018919856
44,24.0,2018-12-18 11:13:49.387206,2018-12-18 11:14:00.282473,0:00:10.895267,86,-27.803610655556835,-18.630849262608848,-3.419848417637549,4.110634909058126,-28.131438763785695,-28.131438763785695
45,76.0,2018-12-18 11:14:39.954937,2018-12-18 11:14:47.793229,0:00:07.838292,321,-25.64014527123499,-26.581929934908207,-2.9380326476181273,4.768661276342147,-26.222068006710963,-26.222068006710963
46,22.0,2018-12-18 11:15:21.268200,2018-12-18 11:15:31.518945,0:00:10.250745,319,-24.5714729438024,-24.479428507696184,-2.7821561485838036,4.663136883227039,-27.287546126675586,-27.287546126675586
47,32.0,2018-12-18 11:15:45.216640,2018-12-18 11:15:52.910777,0:00:07.694137,81,-24.860444771775573,-3.083985012243997,-2.7816342550199677,3.785617321025605,-28.46718493399497,-28.46718493399497
48,75.0,2018-12-18 11:16:39.522988,2018-12-18 11:16:49.027684,0:00:09.504696,410,-24.60859419098136,-5.160002496156481,-2.718072875068087,3.3851831894487425,-27.3284250270803,-27.3284250270803
49,39.0,2018-12-18 11:18:15.694270,2018-12-18 11:18:24.281729,0:00:08.587459,748,-26.485928130763522,-17.714629670082388,-3.0432642594189447,3.3918455495714754,-26.867081628753194,-26.867081628753194
50,136.0,2018-12-18 11:19:09.907400,2018-12-18 11:19:20.503388,0:00:10.595988,395,-25.90538300592854,-19.689777860899348,-3.0995571885800475,3.52608839525546,-27.051849231163956,-27.051849231163956
52,34.0,2018-12-18 11:21:31.007488,2018-12-18 11:21:39.115800,0:00:08.108312,188,-25.83668200695292,-25.17734278062406,-2.841544403961368,3.8795288742863914,-26.048755724811002,-26.048755724811002
53,66.0,2018-12-18 11:22:23.734547,2018-12-18 11:22:31.477749,0:00:07.743202,385,-26.002283049468698,-25.413572126359078,-2.934294228550247,3.958212996374855,-27.421497104274255,-27.421497104274255
54,20.0,2018-12-18 11:23:40.998460,2018-12-18 11:23:49.234564,0:00:08.236104,676,-25.243621972978225,-1.5345994777774439,-2.937762833779854,3.08226808225733,-26.763085597831974,-26.763085597831974
55,15.0,2018-12-18 11:24:02.909269,2018-12-18 11:24:10.680402,0:00:07.771133,105,-25.42000243427759,-4.208807652469579,-2.937762833779854,3.5165676694372805,-26.939466059131338,-26.939466059131338
56,81.0,2018-12-18 11:24:30.435017,2018-12-18 11:24:41.314669,0:00:10.879652,150,-23.091144101951137,0.38344295155038355,-2.979553478731821,3.7108891262794286,-26.186649332938387,-26.186649332938387
57,2.0,2018-12-18 11:24:46.958573,2018-12-18 11:24:58.100116,0:00:11.141543,53,-23.87948536353749,0.6039898815280986,-2.979553478731821,3.7120126410896246,-26.97499059452474,-26.97499059452474
58,71.0,2018-12-18 11:26:14.661961,2018-12-18 11:26:25.275648,0:00:10.613687,708,-25.230462195815157,-10.677687050356102,-3.074541347723891,3.7936374819856487,-26.810012445314456,-26.810012445314456
59,25.0,2018-12-18 11:27:40.961443,2018-12-18 11:27:51.347220,0:00:10.385777,708,-24.9742261862713,-18.79342434797602,-3.078992755328847,3.5817359389074195,-26.822845785533065,-26.822845785533065
60,10.0,2018-12-18 11:28:06.013010,2018-12-18 11:28:17.464464,0:00:11.451454,134,-25.518509977368684,-17.452349094721768,-3.078992755328847,3.8473306777915957,-27.36712957663045,-27.36712957663045
61,21.0,2018-12-18 11:28:28.068880,2018-12-18 11:28:39.475907,0:00:11.407027,79,-25.85975835393265,-3.1578718486998585,-3.078992755328847,4.21527123546543,-27.708377953194418,-27.708377953194418
62,40.0,2018-12-18 11:29:31.182534,2018-12-18 11:29:40.204687,0:00:09.022153,482,-24.560037001450812,-24.642007670883473,-3.10992894844026,4.615830908141438,-26.72159329883381,-26.72159329883381
63,67.0,2018-12-18 11:30:23.830670,2018-12-18 11:30:31.603486,0:00:07.772816,338,-24.940632084488442,-24.811550558320043,-3.1002630405584886,5.05501305433924,-27.10352719141202,-27.10352719141202
64,27.0,2018-12-18 11:30:45.227761,2018-12-18 11:30:53.252967,0:00:08.025206,121,-24.417637519651695,-13.037005087351904,-3.164256907488548,5.2999679642366315,-26.935929459661494,-26.935929459661494
65,38.0,2018-12-18 11:31:28.857391,2018-12-18 11:31:36.517175,0:00:07.659784,254,-24.801820643728238,-24.687361026703183,-2.970938780253766,5.3896053210125965,-27.1573927753214,-27.1573927753214
66,14.0,2018-12-18 11:31:47.085807,2018-12-18 11:31:58.901054,0:00:11.815247,79,-24.615817670861187,-25.655361313146834,-2.970938780253766,5.292354505371881,-26.97138980245435,-26.97138980245435
67,22.0,2018-12-18 11:32:11.557146,2018-12-18 11:32:20.665454,0:00:09.108308,110,-24.309891680187175,-26.45789806342718,-2.970938780253766,5.343111344368425,-26.66546381178034,-26.66546381178034
68,129.0,2018-12-18 11:33:33.133930,2018-12-18 11:33:42.108028,0:00:08.974098,635,-25.528038498965426,-13.586237353129821,-2.108838110719786,5.405061889836396,-27.129968979565582,-27.129968979565582
69,0.0,2018-12-18 11:33:52.764911,2018-12-18 11:34:03.586609,0:00:10.821698,88,-25.035836365927292,-11.677347180629758,-2.12392151141466,5.474897766027091,-27.30158435864784,-27.30158435864784
70,83.0,2018-12-18 11:35:00.258387,2018-12-18 11:35:09.346381,0:00:09.087994,498,-25.27845637392533,-14.058997880705945,-1.9759549139188668,5.23311135448121,-26.814607955062364,-26.814607955062364
71,97.0,2018-12-18 11:36:20.959210,2018-12-18 11:36:30.767583,0:00:09.808373,637,-25.106911104006908,-12.616958184968759,-1.86893528331429,5.326163907104825,-27.872581104215108,-27.872581104215108
72,120.0,2018-12-18 11:37:15.468307,2018-12-18 11:37:23.215018,0:00:07.746711,368,-18.99275585077811,-6.010067867037282,-11.560471638097951,5.418210923461657,-26.79104730203522,-26.79104730203522
73,6.0,2018-12-18 11:37:27.941823,2018-12-18 11:37:36.504229,0:00:08.562406,36,-25.043643433038334,-23.864673519739185,-7.224181584819745,6.034036172774618,-27.045840890295842,-27.045840890295842
74,0.0,2018-12-18 11:37:44.247609,2018-12-18 11:37:53.334567,0:00:09.086958,75,-24.98413921706388,-13.655829763619101,-7.1941129790593985,5.53014489693261,-26.89325548103991,-26.89325548103991
75,11.0,2018-12-18 11:38:09.963416,2018-12-18 11:38:19.487998,0:00:09.524582,146,-25.274358530417004,-6.4835974647028864,-7.1941129790593985,5.688823458318815,-27.18347479439303,-27.18347479439303
76,67.0,2018-12-18 11:39:29.921439,2018-12-18 11:39:42.128062,0:00:12.206623,640,-24.721717252269205,-7.369106760102036,-7.1291187061474295,5.420010830895466,-27.13132467354582,-27.13132467354582
77,51.0,2018-12-18 11:40:15.818748,2018-12-18 11:40:24.619049,0:00:08.800301,270,-27.4868945639727,-5.547360083361767,-6.977026430174959,5.372190356288034,-28.39527331336826,-28.39527331336826
78,20.0,2018-12-18 11:40:45.185696,2018-12-18 11:40:54.875547,0:00:09.689851,153,-26.32239765965085,-17.540880816595607,-6.917716263869748,5.4938865571514315,-26.25003712948844,-26.25003712948844
79,11.0,2018-12-18 11:41:16.472373,2018-12-18 11:41:26.070436,0:00:09.598063,173,-26.357257136290972,-19.504418743208454,-6.59796907713007,5.543987807042125,-25.79632726322839,-25.79632726322839
80,19.0,2018-12-18 11:41:37.710508,2018-12-18 11:41:47.074048,0:00:09.363540,98,-26.44587189840407,-12.628624643057476,-6.688659402910258,5.057164930566123,-27.57064165671043,-27.57064165671043
81,16.0,2018-12-18 11:42:01.670050,2018-12-18 11:42:09.230216,0:00:07.560166,115,-25.45672665846839,-6.337398559909608,-6.680268892220336,4.693449185746685,-27.096428111343183,-27.096428111343183
83,0.0,2018-12-18 11:43:55.743816,2018-12-18 11:44:06.182181,0:00:10.438365,30,-24.282990608585674,-24.753857274922854,-6.664531128127098,4.78053140730974,-26.807378388588347,-26.807378388588347
84,69.0,2018-12-18 11:44:32.632002,2018-12-18 11:44:40.477838,0:00:07.845836,213,-41.14656658897613,-31.793317732591582,-6.556387734376394,7.006901072966264,-15.1338131256572,-15.1338131256572
85,12.0,2018-12-18 11:44:54.272198,2018-12-18 11:45:02.342484,0:00:08.070286,131,-28.002948965755536,-23.254264058579704,-11.029420076295956,6.988434750157144,-25.871393026222457,-25.871393026222457
86,28.0,2018-12-18 11:45:19.083772,2018-12-18 11:45:28.055899,0:00:08.972127,124,-28.096129124767685,-3.760140117021109,-10.887870879202758,6.997831126331854,-25.574836308630086,-25.574836308630086
88,26.0,2018-12-18 11:47:39.561254,2018-12-18 11:47:50.584045,0:00:11.022791,204,-25.065681849555986,-15.953251025382517,-10.89249627935293,6.992532559726366,-27.245174662144443,-27.245174662144443
89,91.0,2018-12-18 11:48:39.185901,2018-12-18 11:48:47.258071,0:00:08.072170,397,-25.460644266232165,-24.408379061835916,-10.734446754617059,6.970803529487819,-26.557806270011778,-26.557806270011778
90,62.0,2018-12-18 11:49:29.976045,2018-12-18 11:49:39.736792,0:00:09.760747,350,-28.404415850154077,-7.274469676409371,-10.368961605913569,5.95128734139081,-25.723323395217403,-25.723323395217403
91,37.0,2018-12-18 11:50:09.262597,2018-12-18 11:50:17.795110,0:00:08.532513,227,-25.325683060120433,-26.683295128918,-10.55019730400667,6.25716749108276,-26.591298292958328,-26.591298292958328
92,124.0,2018-12-18 11:51:33.342022,2018-12-18 11:51:44.573093,0:00:11.231071,682,-26.689199517844266,-11.2698909187793,-10.192405016277482,5.830308958815069,-26.21341914476422,-26.21341914476422
93,24.0,2018-12-18 11:52:11.487416,2018-12-18 11:52:19.227860,0:00:07.740444,229,-26.69762662037462,-8.935888656901573,-10.192405016277482,5.285250916828052,-26.221846247294575,-26.221846247294575
94,25.0,2018-12-18 11:52:34.780739,2018-12-18 11:52:45.110714,0:00:10.329975,113,-26.2091072065468,-24.8211783179844,-10.192353448876801,5.96970773246867,-25.714573609415652,-25.714573609415652
95,24.0,2018-12-18 11:52:55.667601,2018-12-18 11:53:06.791344,0:00:11.123743,95,-26.77160797903508,-18.799993129957322,-10.192353448876801,5.635367064937946,-26.27707438190393,-26.27707438190393
96,16.0,2018-12-18 11:53:23.445651,2018-12-18 11:53:32.608377,0:00:09.162726,162,-27.387914140775806,-24.22333885442667,-10.197827538569182,5.010462548077542,-27.021074179252587,-27.021074179252587
97,3.0,2018-12-18 11:53:39.328427,2018-12-18 11:53:49.942790,0:00:10.614363,51,-27.840865111540367,-27.325857842512647,-10.197827538569182,5.391977607151132,-27.474025150017148,-27.474025150017148
98,6.0,2018-12-18 11:53:59.579172,2018-12-18 11:54:12.127332,0:00:12.548160,73,-26.198858724088335,-25.99473273746609,-10.197827538569182,5.488977900044829,-25.832018762565117,-25.832018762565117
99,554.0,2018-12-18 11:55:22.614734,2018-12-18 11:55:33.858657,0:00:11.243923,521,-21.955805366866066,-24.50308171418567,-9.276912789604678,5.59094103315888,-28.569431281995126,-28.569431281995126
100,40.0,2018-12-18 11:56:01.537717,2018-12-18 11:56:13.696907,0:00:12.159190,179,-22.258970142562852,-1.4875329302887192,-9.137346213207078,5.490004728344987,-27.666659044247666,-27.666659044247666
101,55.0,2018-12-18 11:56:59.291712,2018-12-18 11:57:09.285120,0:00:09.993408,379,-23.70026761765051,-13.122754722998794,-9.137346213207078,5.3818673433880395,-29.107956519335325,-29.107956519335325
102,116.0,2018-12-18 11:58:12.945411,2018-12-18 11:58:22.921841,0:00:09.976430,546,-22.558787487843162,-26.402485518628882,-9.049868787700644,6.107423319697952,-27.21457482395646,-27.21457482395646
103,17.0,2018-12-18 11:58:51.531149,2018-12-18 11:59:02.391310,0:00:10.860161,255,-24.51315728326332,-10.03925352037772,-8.920302102184541,5.459016033199748,-27.359172580577873,-27.359172580577873
104,77.0,2018-12-18 11:59:56.275057,2018-12-18 12:00:07.191942,0:00:10.916885,428,-27.643022638773573,-2.9200243460674304,-7.455436070790813,5.9554740038226335,-26.292772815234517,-26.292772815234517
105,8.0,2018-12-18 12:00:21.841890,2018-12-18 12:00:33.196195,0:00:11.354305,140,-27.921463780400813,-21.9361059919114,-7.455436070790813,6.051727737231249,-26.571213956861754,-26.571213956861754
106,30.0,2018-12-18 12:01:14.683409,2018-12-18 12:01:25.009978,0:00:10.326569,344,-28.71423047354277,-4.011414975606638,-7.470796772886131,5.400855125429312,-29.790514201991318,-29.790514201991318
107,96.0,2018-12-18 12:02:23.559592,2018-12-18 12:02:34.279057,0:00:10.719465,420,-25.090630397153053,-24.572863841241954,-7.393416702313299,5.633211469264471,-26.414901007544074,-26.414901007544074
108,48.0,2018-12-18 12:02:55.033753,2018-12-18 12:03:04.208205,0:00:09.174452,124,-26.6830162546564,-1.8031825185896737,-6.809345800711721,5.863733203415185,-24.658399056988156,-24.658399056988156
109,41.0,2018-12-18 12:03:42.786584,2018-12-18 12:03:52.080488,0:00:09.293904,346,-25.30462342526132,-24.893165200960407,-6.9827344157418825,6.165624832409687,-26.171185969376218,-26.171185969376218
110,13.0,2018-12-18 12:04:15.736371,2018-12-18 12:04:26.651211,0:00:10.914840,195,-25.4460438845969,-6.3879931332594495,-6.9827344157418825,5.462994471586321,-26.3126064287118,-26.3126064287118
111,20.0,2018-12-18 12:04:41.136218,2018-12-18 12:04:52.783975,0:00:11.647757,116,-25.427530807703356,-3.4275656714030083,-6.945204450132977,5.371389122325645,-26.33013802623027,-26.33013802623027
112,1.0,2018-12-18 12:04:53.486010,2018-12-18 12:05:01.456691,0:00:07.970681,5,-36.208695311545554,-23.24286171729314,-6.874434686839432,5.529744327643179,-21.78753037013562,-21.78753037013562
113,53.0,2018-12-18 12:05:45.141960,2018-12-18 12:05:57.559139,0:00:12.417179,345,-34.26544620216863,-22.622846440266123,-7.457139381346306,5.806061124265368,-23.055626617789407,-23.055626617789407
114,12.0,2018-12-18 12:06:06.139702,2018-12-18 12:06:15.188049,0:00:09.048347,55,-32.671632414507,-24.92063237877607,-7.382973709251077,5.918659940712473,-22.65165287401753,-22.65165287401753
115,37.0,2018-12-18 12:06:43.537807,2018-12-18 12:06:54.216907,0:00:10.679100,199,-27.319121513405378,-24.83241756070947,-6.851409472381645,6.042951157944933,-25.675745847107724,-25.675745847107724
116,69.0,2018-12-18 12:07:39.692075,2018-12-18 12:07:50.063780,0:00:10.371705,407,-25.438419858590493,-24.43472829316467,-7.083407889427147,5.67689788479383,-26.68549634103926,-26.68549634103926
117,8.0,2018-12-18 12:08:00.687922,2018-12-18 12:08:12.193561,0:00:11.505639,94,-26.87967381065831,-11.762816208828667,-7.085792484753914,5.377378122183592,-28.317180452616626,-28.317180452616626
118,54.0,2018-12-18 12:09:37.702557,2018-12-18 12:09:46.976664,0:00:09.274107,821,-25.661328055692664,-21.428564993335208,-6.37102181533662,5.034607646342045,-26.92595004173826,-26.92595004173826
119,6.0,2018-12-18 12:09:53.489041,2018-12-18 12:10:04.409503,0:00:10.920462,50,-25.300005374146302,-12.896228184481172,-6.31877588256201,5.0319287007409805,-26.452766395959458,-26.452766395959458
120,145.0,2018-12-18 12:10:33.098277,2018-12-18 12:10:43.707896,0:00:10.609619,199,-26.850375798344867,-10.817674306755393,-5.371047167753815,5.442621128547709,-25.989659624671937,-25.989659624671937
121,93.0,2018-12-18 12:11:18.245825,2018-12-18 12:11:26.871227,0:00:08.625402,294,-24.08314100833723,-1.8108136853354733,-5.47325446413406,4.074962883596348,-27.89178184352707,-27.89178184352707
122,73.0,2018-12-18 12:11:40.439449,2018-12-18 12:11:48.485081,0:00:08.045632,106,-23.923353025458937,-24.908148801196685,-5.473425523406537,5.3333295169817605,-27.325827721055557,-27.325827721055557
123,45.0,2018-12-18 12:12:16.991079,2018-12-18 12:12:26.901557,0:00:09.910478,208,-23.93741347459236,-20.12971516077388,-5.538406261102384,5.205878999309105,-27.500632982261553,-27.500632982261553
124,42.0,2018-12-18 12:13:27.452690,2018-12-18 12:13:36.363495,0:00:08.910805,592,-24.087596274987614,-24.622188706866826,-5.536954758572681,5.118760994834443,-27.583824586045797,-27.583824586045797
125,21.0,2018-12-18 12:13:56.192155,2018-12-18 12:14:24.515046,0:00:28.322891,170,-24.15322425905132,-8.650797977128697,-5.532467550662988,4.885931112601429,-27.14857341999307,-27.14857341999307
126,0.0,2018-12-18 12:14:24.520535,2018-12-18 12:14:24.630889,0:00:00.110354,0,-42.20323915015616,-19.485406919061273,-5.532467550662988,4.656334923186575,-45.19858831109791,-45.19858831109791
127,302.0,2018-12-18 12:15:09.143025,2018-12-18 12:15:20.254834,0:00:11.111809,292,-61.661991296843595,-37.02769315691595,-1.1450180924036377,5.247273218152039,-21.364606651441317,-21.364606651441317
128,35.0,2018-12-18 12:15:47.807527,2018-12-18 12:15:59.745040,0:00:11.937513,223,-53.483723323282916,-10.880142909567608,-3.5540832560551823,3.642801926592271,-30.656277346392677,-30.656277346392677
129,115.0,2018-12-18 12:17:03.304237,2018-12-18 12:17:13.125611,0:00:09.821374,581,-25.466334602567628,-11.610772327825687,-5.23068113143203,2.3943524827994196,-27.69157279482881,-27.69157279482881
130,21.0,2018-12-18 12:17:30.858161,2018-12-18 12:17:39.568020,0:00:08.709859,103,-23.43232895382422,-13.517971344611409,-5.265205765695018,3.0714504987884976,-26.80735629428603,-26.80735629428603
131,9.0,2018-12-18 12:17:44.140253,2018-12-18 12:17:51.840524,0:00:07.700271,42,-24.035888400197127,-24.142277131565493,-5.265205765695018,3.3381358480827763,-27.410915740658936,-27.410915740658936
